1	16
1	16
1	5
1	15
1	5
1	8
1	16
1	16
1	21
1	16
1	21
1	15
1	16
1	8
1	15
1	5
1	4
1	6
1	15
1	16
1	5
1	15
1	15
1	5
1	16
1	16
1	21
1	15
1	16
1	12
1	16
1	6
1	16
1	21
1	16
1	6
1	16
1	4
1	16
1	4
1	6
1	16
1	16
1	5
1	3
1	5
1	15
1	5
1	3
1	5
1	15
1	5
1	15
1	5
1	16
1	5
1	8
1	17
1	16
1	8
1	16
1	5
1	16
1	4
1	6
1	4
1	16
1	4
1	5
1	16
1	16
1	21
1	16
1	15
1	16
1	6
1	16
1	5
1	4
1	5
1	16
1	6
1	5
1	5
1	15
1	5
1	4
1	5
1	15
1	5
1	16
1	21
1	16
1	5
1	8
1	5
1	15
1	5
1	5
1	4
1	15
1	5
1	4
1	6
1	16
1	12
1	5
1	5
1	16
1	16
1	16
1	12
1	16
1	5
1	15
1	5
1	4
1	5
1	15
1	15
1	5
1	15
1	5
1	5
1	12
1	16
1	4
1	16
1	21
1	15
1	5
1	4
1	6
1	15
1	15
1	5
1	16
1	8
1	16
1	6
1	15
1	15
1	5
1	16
1	4
1	6
1	5
1	15
1	15
1	16
1	12
1	5
1	12
1	16
1	6
1	16
1	21
1	16
1	5
1	5
1	5
1	16
1	4
1	5
1	16
1	16
1	12
1	5
1	5
1	15
1	15
1	16
1	4
1	6
1	4
1	15
1	5
1	5
1	8
1	15
1	5
1	16
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
2	14
